LYLTY_CARD_NBR,stores,purchases,products,mean_of_products,mean_of_sales,min_of_size,max_of_size,brands,lifestage,min_of_days_difference,max_of_days_difference,type_of_customer,Cluster_KMeans
1504,1,2,2,1.0,2.45,160,165,2,6,4.0,357.0,2.0,0
2000,1,3,3,1.0,3.7000000000000006,134,175,3,3,49.0,116.0,3.0,1
2001,1,1,1,1.0,3.7,134,134,1,1,194.0,194.0,2.0,4
2002,1,1,1,1.0,3.0,175,175,1,7,253.0,253.0,3.0,2
2003,1,1,1,1.0,3.8,110,110,1,3,86.0,86.0,1.0,4
2004,1,2,2,1.0,3.6,165,165,2,2,35.0,275.0,2.0,4
2006,1,2,2,1.5,4.800000000000001,135,175,1,6,98.0,317.0,3.0,2
2008,1,2,2,1.0,3.15,175,175,2,1,82.0,299.0,2.0,4
2010,1,1,1,1.0,3.8,110,110,1,3,269.0,269.0,1.0,4
2012,1,1,1,1.0,3.3,175,175,1,4,78.0,78.0,3.0,2
2013,1,1,1,1.0,2.6,150,150,1,7,200.0,200.0,3.0,2
2015,1,1,1,1.0,3.3,175,175,1,2,69.0,69.0,1.0,4
2017,1,2,2,1.5,3.5,150,190,2,6,29.0,197.0,2.0,2
2018,1,1,1,1.0,2.9,170,170,1,5,71.0,71.0,3.0,2
2019,1,1,1,1.0,3.0,175,175,1,1,27.0,27.0,2.0,4
2020,1,1,1,1.0,3.7,134,134,1,7,97.0,97.0,1.0,3
2022,1,2,2,1.0,3.0500000000000003,170,175,2,4,33.0,288.0,1.0,3
2023,1,2,2,1.5,4.9,150,300,2,7,87.0,147.0,3.0,2
2024,1,1,1,1.0,5.4,175,175,1,1,193.0,193.0,2.0,4
2025,1,2,2,1.0,4.0,110,165,2,7,226.0,299.0,1.0,3
2026,1,3,3,1.0,3.9333333333333336,134,175,2,1,60.0,334.0,3.0,1
2027,1,2,2,1.5,6.5,165,170,2,7,150.0,329.0,2.0,2
2030,1,2,2,1.0,4.4,180,330,2,7,48.0,89.0,1.0,3
2032,1,1,1,1.0,6.5,380,380,1,1,233.0,233.0,3.0,1
2033,1,1,1,1.0,2.6,300,300,1,1,267.0,267.0,1.0,4
2034,1,2,3,1.0,3.0666666666666664,90,134,3,1,192.0,352.0,2.0,4
2035,1,1,1,1.0,3.8,110,110,1,4,11.0,11.0,3.0,2
2036,1,1,1,1.0,3.3,190,190,1,3,15.0,15.0,1.0,4
2038,1,1,1,1.0,2.7,150,150,1,1,253.0,253.0,3.0,1
2040,1,1,1,1.0,4.6,150,150,1,7,5.0,5.0,3.0,2
2041,1,1,1,1.0,1.9,160,160,1,5,268.0,268.0,1.0,3
2042,1,3,3,1.0,3.3333333333333335,150,210,3,1,78.0,362.0,1.0,4
2043,1,2,2,1.0,3.1500000000000004,134,300,2,6,101.0,314.0,2.0,0
2044,1,2,2,1.5,6.75,175,300,2,7,8.0,276.0,1.0,3
2045,1,1,1,1.0,3.0,165,165,1,1,13.0,13.0,2.0,4
2047,1,2,2,1.0,2.8,150,165,2,1,86.0,348.0,2.0,4
2048,1,2,2,1.0,3.6500000000000004,175,200,2,3,163.0,246.0,3.0,1
2049,1,1,1,1.0,3.0,175,175,1,1,144.0,144.0,1.0,4
2050,1,4,4,1.0,4.425,165,300,4,2,94.0,328.0,3.0,1
2051,1,2,2,1.5,5.6000000000000005,70,170,2,5,191.0,362.0,3.0,2
2052,1,1,1,1.0,5.7,330,330,1,1,349.0,349.0,3.0,1
2053,1,1,1,1.0,3.0,175,175,1,3,40.0,40.0,3.0,1
2055,1,1,1,1.0,4.2,165,165,1,2,97.0,97.0,2.0,4
2056,1,1,1,1.0,3.7,134,134,1,7,266.0,266.0,2.0,2
2058,1,1,1,1.0,3.8,110,110,1,4,168.0,168.0,3.0,2
2059,1,1,1,1.0,3.7,134,134,1,2,80.0,80.0,2.0,4
2060,1,3,3,1.0,4.7,160,380,3,1,30.0,309.0,3.0,1
2069,1,2,2,1.0,2.35,125,300,2,1,172.0,314.0,2.0,4
2071,1,1,1,1.0,3.0,175,175,1,1,214.0,214.0,2.0,4
2074,1,1,1,1.0,1.9,160,160,1,7,179.0,179.0,3.0,2
2080,1,2,2,1.5,7.7,150,175,1,1,54.0,98.0,2.0,4
2081,1,1,1,1.0,3.7,134,134,1,7,183.0,183.0,3.0,2
2082,1,1,1,1.0,5.7,330,330,1,6,200.0,200.0,3.0,2
2083,1,1,1,1.0,4.3,250,250,1,7,308.0,308.0,3.0,2
2084,1,4,4,1.0,3.675,150,210,3,1,247.0,307.0,3.0,1
2086,1,2,2,1.0,3.15,175,175,2,7,114.0,229.0,2.0,2
2088,1,1,1,1.0,3.0,165,165,1,1,2.0,2.0,2.0,4
2089,1,2,2,1.0,3.7,110,210,2,5,23.0,203.0,2.0,2
2090,1,2,2,1.5,5.1,170,170,2,5,101.0,140.0,2.0,2
2091,1,2,2,1.0,4.2,165,175,2,1,95.0,201.0,1.0,4
2093,1,2,2,1.0,2.8,134,160,2,5,162.0,271.0,3.0,2
2095,1,1,1,2.0,9.2,150,150,1,5,147.0,147.0,1.0,3
2096,1,2,2,1.5,7.7,150,175,1,7,225.0,247.0,2.0,2
2097,1,1,1,1.0,4.4,175,175,1,5,321.0,321.0,3.0,2
2098,1,2,2,1.0,2.85,150,165,1,7,18.0,63.0,3.0,2
2100,1,1,1,1.0,3.9,150,150,1,1,333.0,333.0,3.0,1
2101,1,1,1,1.0,3.0,175,175,1,5,95.0,95.0,3.0,2
2102,1,1,1,2.0,5.1,300,300,1,1,314.0,314.0,2.0,4
2103,1,2,2,1.0,4.35,170,250,2,6,28.0,45.0,3.0,2
2104,1,1,1,1.0,3.9,150,150,1,1,222.0,222.0,1.0,4
2105,1,1,1,1.0,2.9,170,170,1,1,247.0,247.0,3.0,1
2106,1,5,5,1.0,2.9800000000000004,150,210,4,1,53.0,280.0,1.0,4
2107,1,3,3,1.0,3.533333333333333,135,270,3,2,53.0,256.0,3.0,1
2112,1,1,1,1.0,5.1,300,300,1,7,357.0,357.0,3.0,2
2113,1,1,1,1.0,2.3,220,220,1,2,25.0,25.0,2.0,4
2114,1,1,1,2.0,8.8,175,175,1,2,34.0,34.0,2.0,4
2116,1,1,1,1.0,2.9,170,170,1,1,205.0,205.0,2.0,4
2117,1,1,1,1.0,2.9,170,170,1,6,364.0,364.0,3.0,2
2119,1,2,2,1.0,2.75,200,210,2,1,69.0,114.0,2.0,4
2120,1,1,1,1.0,3.7,134,134,1,5,271.0,271.0,1.0,3
2121,1,1,1,1.0,3.8,110,110,1,1,51.0,51.0,3.0,1
2122,1,1,1,1.0,3.8,110,110,1,1,78.0,78.0,1.0,4
2123,1,1,1,1.0,3.7,134,134,1,5,145.0,145.0,2.0,2
2125,1,3,3,1.0,2.8000000000000003,150,190,3,7,24.0,223.0,3.0,2
2129,1,1,1,2.0,8.8,175,175,1,1,77.0,77.0,3.0,1
2130,1,1,1,1.0,3.0,175,175,1,6,192.0,192.0,2.0,2
2131,1,2,2,1.5,5.15,150,300,2,1,222.0,358.0,3.0,1
2133,1,2,2,1.0,3.0,165,175,2,6,272.0,284.0,2.0,2
2135,1,1,1,1.0,5.4,175,175,1,7,14.0,14.0,3.0,2
2136,1,1,1,1.0,2.1,175,175,1,5,230.0,230.0,1.0,3
2139,1,2,2,1.0,4.35,175,330,1,4,35.0,353.0,1.0,3
2141,1,1,1,1.0,2.6,300,300,1,1,115.0,115.0,2.0,4
2143,1,1,1,1.0,3.9,150,150,1,5,61.0,61.0,3.0,2
2144,1,3,3,1.0,2.966666666666667,150,200,3,5,46.0,321.0,2.0,0
2146,1,2,2,1.0,4.199999999999999,175,300,2,6,59.0,240.0,1.0,3
2147,1,1,1,1.0,3.8,110,110,1,5,94.0,94.0,1.0,3
2148,1,1,1,1.0,3.0,165,165,1,7,280.0,280.0,2.0,2
2149,1,1,1,1.0,3.3,175,175,1,7,55.0,55.0,2.0,2
2150,1,1,1,1.0,4.6,270,270,1,7,118.0,118.0,2.0,2
2153,1,2,2,1.0,3.55,110,190,2,1,215.0,233.0,2.0,4
2154,1,3,3,1.0,3.0666666666666664,150,250,3,5,95.0,361.0,3.0,0
2155,1,3,3,1.3333333333333333,3.9000000000000004,134,300,3,1,41.0,336.0,2.0,4
2161,1,1,1,1.0,4.6,150,150,1,1,116.0,116.0,3.0,1
2163,1,3,2,1.0,2.9333333333333336,165,175,2,6,92.0,184.0,1.0,3
2164,1,1,1,2.0,9.2,150,150,1,1,229.0,229.0,3.0,1
2166,1,2,2,1.5,5.9,170,175,2,5,188.0,211.0,1.0,3
2167,1,2,2,1.0,2.25,150,200,2,5,47.0,167.0,3.0,2
2168,1,2,2,1.0,3.4000000000000004,70,170,2,5,171.0,360.0,3.0,2
2169,1,1,1,1.0,3.0,175,175,1,1,199.0,199.0,1.0,4
2170,1,1,1,1.0,5.4,175,175,1,1,285.0,285.0,3.0,1
2172,1,1,1,1.0,1.9,200,200,1,6,355.0,355.0,1.0,3
2173,1,2,2,1.0,3.3,165,210,2,6,57.0,104.0,2.0,2
2175,1,1,1,2.0,9.2,270,270,1,5,153.0,153.0,3.0,2
2176,1,2,2,1.0,2.95,165,170,2,1,238.0,343.0,3.0,1
2178,1,1,1,1.0,2.7,150,150,1,5,316.0,316.0,3.0,2
2180,1,1,1,1.0,3.0,175,175,1,2,152.0,152.0,2.0,4
2181,1,5,5,1.0,3.18,110,170,4,1,6.0,269.0,3.0,1
2182,1,1,1,1.0,2.1,175,175,1,5,155.0,155.0,1.0,3
2183,1,1,1,1.0,3.0,175,175,1,6,106.0,106.0,3.0,2
2184,1,2,2,1.0,3.9000000000000004,200,380,2,1,179.0,336.0,3.0,1
2185,1,1,1,1.0,4.6,270,270,1,2,174.0,174.0,2.0,4
2186,1,3,3,1.0,3.466666666666667,150,175,3,6,34.0,135.0,3.0,2
2188,1,1,1,1.0,5.4,175,175,1,1,35.0,35.0,3.0,1
2190,1,2,2,1.0,4.95,165,330,2,1,112.0,329.0,3.0,1
2191,1,1,1,1.0,5.4,175,175,1,6,328.0,328.0,2.0,2
2194,1,1,1,1.0,1.9,160,160,1,4,345.0,345.0,1.0,3
2196,1,1,1,1.0,1.7,90,90,1,2,307.0,307.0,2.0,4
2198,1,2,2,1.0,2.9000000000000004,134,175,2,4,94.0,222.0,3.0,2
2199,1,2,2,1.0,2.35,90,175,2,5,29.0,298.0,3.0,0
2200,1,1,1,2.0,6.0,175,175,1,7,88.0,88.0,2.0,2
2202,1,5,5,1.0,3.0,110,200,5,1,48.0,291.0,2.0,4
2203,1,2,2,1.0,3.0,150,175,2,4,22.0,280.0,2.0,4
2205,1,2,2,1.5,4.1499999999999995,175,190,2,7,168.0,353.0,3.0,2
2210,1,2,2,1.0,2.6500000000000004,150,150,2,1,201.0,229.0,3.0,1
2211,1,1,1,1.0,2.9,170,170,1,5,363.0,363.0,2.0,2
2214,1,1,1,1.0,3.7,134,134,1,5,288.0,288.0,3.0,2
2216,1,2,2,1.0,3.5999999999999996,150,150,2,5,134.0,310.0,1.0,3
2217,1,2,2,1.0,4.4,180,330,2,7,1.0,300.0,3.0,0
2218,1,1,1,1.0,3.0,175,175,1,1,161.0,161.0,2.0,4
2219,1,1,1,1.0,3.7,134,134,1,5,185.0,185.0,2.0,2
2220,1,2,2,1.5,4.65,150,150,2,6,71.0,152.0,2.0,2
2222,1,1,1,1.0,3.8,110,110,1,4,96.0,96.0,3.0,2
2223,1,1,1,1.0,5.1,300,300,1,3,250.0,250.0,1.0,4
2224,1,1,1,1.0,4.6,150,150,1,1,186.0,186.0,3.0,1
2225,1,3,3,1.0,3.1666666666666665,150,220,3,4,55.0,360.0,3.0,0
2226,1,2,2,1.0,2.65,175,220,2,6,15.0,250.0,2.0,0
2227,1,1,1,1.0,5.7,330,330,1,7,182.0,182.0,3.0,2
2230,1,3,3,1.0,4.7,165,380,3,7,94.0,356.0,1.0,3
2231,1,1,1,1.0,4.6,150,150,1,4,86.0,86.0,1.0,3
2232,1,1,1,1.0,5.4,175,175,1,4,9.0,9.0,3.0,2
2233,1,1,1,1.0,4.4,175,175,1,5,133.0,133.0,2.0,2
2234,1,1,1,1.0,2.6,150,150,1,3,341.0,341.0,3.0,1
2236,1,3,3,1.3333333333333333,3.4,150,220,3,5,34.0,126.0,2.0,2
2237,1,3,3,1.0,3.4333333333333336,110,220,3,1,3.0,267.0,3.0,1
2238,1,3,3,1.0,4.4,170,380,2,7,37.0,292.0,3.0,0
2240,1,1,1,1.0,3.3,175,175,1,5,164.0,164.0,2.0,2
2242,1,3,3,1.0,2.6,160,170,3,5,86.0,362.0,2.0,0
2244,1,3,3,1.3333333333333333,5.733333333333333,150,210,3,1,243.0,355.0,2.0,4
2245,1,1,1,1.0,1.7,175,175,1,6,312.0,312.0,2.0,2
2246,1,1,1,1.0,2.7,150,150,1,4,25.0,25.0,1.0,3
2247,1,2,2,1.0,4.550000000000001,134,175,2,1,15.0,332.0,1.0,4
2248,1,1,1,1.0,3.8,110,110,1,7,82.0,82.0,3.0,2
2250,1,4,4,1.0,3.1750000000000003,160,380,3,1,61.0,174.0,3.0,1
2253,1,1,1,1.0,2.6,150,150,1,7,83.0,83.0,2.0,2
2254,1,1,1,1.0,6.5,380,380,1,1,126.0,126.0,3.0,1
2255,1,1,1,1.0,4.6,150,150,1,5,228.0,228.0,2.0,2
2256,1,3,3,1.0,2.6333333333333333,90,210,3,4,59.0,333.0,2.0,0
2257,1,3,3,1.0,3.9333333333333336,110,175,3,5,131.0,221.0,1.0,3
2258,1,1,1,1.0,4.4,175,175,1,6,163.0,163.0,2.0,2
2259,1,1,1,1.0,3.0,175,175,1,2,167.0,167.0,1.0,4
2260,1,3,3,1.3333333333333333,3.2999999999999994,90,200,3,2,49.0,139.0,3.0,1
2262,1,1,1,2.0,9.2,150,150,1,1,100.0,100.0,1.0,4
2265,1,1,1,2.0,4.2,175,175,1,7,334.0,334.0,2.0,2
2270,1,4,2,1.0,2.35,175,180,2,1,6.0,304.0,2.0,4
2272,1,1,1,1.0,1.5,300,300,1,1,223.0,223.0,2.0,4
2273,1,2,2,1.0,3.3,175,210,2,1,244.0,246.0,3.0,1
2274,1,3,3,1.0,4.133333333333334,134,330,3,2,54.0,232.0,3.0,1
2277,1,1,1,1.0,4.2,135,135,1,1,153.0,153.0,3.0,1
2278,1,1,1,1.0,4.4,175,175,1,7,163.0,163.0,1.0,3
2279,1,3,3,1.0,2.966666666666667,150,190,3,5,2.0,358.0,1.0,3
2280,1,1,1,1.0,2.9,170,170,1,5,263.0,263.0,1.0,3
2281,1,1,1,1.0,1.7,90,90,1,7,34.0,34.0,3.0,2
2283,1,1,1,2.0,9.2,150,150,1,7,364.0,364.0,2.0,2
2285,1,1,1,1.0,5.4,175,175,1,1,75.0,75.0,3.0,1
2286,1,1,1,1.0,3.3,175,175,1,1,1.0,1.0,1.0,4
2287,1,1,1,1.0,4.6,150,150,1,7,330.0,330.0,3.0,2
2288,1,2,2,1.0,4.550000000000001,134,175,2,1,1.0,361.0,3.0,1
2292,1,1,1,1.0,4.4,175,175,1,2,78.0,78.0,2.0,4
2294,1,1,1,1.0,5.7,330,330,1,4,360.0,360.0,3.0,2
2295,1,1,1,1.0,3.0,175,175,1,1,175.0,175.0,1.0,4
2298,1,1,1,1.0,1.5,300,300,1,7,200.0,200.0,3.0,2
2302,1,2,2,1.0,3.7,170,175,2,7,174.0,261.0,3.0,2
2303,1,1,1,1.0,1.9,200,200,1,7,229.0,229.0,3.0,2
2304,1,2,2,1.0,3.9,150,300,2,5,28.0,241.0,2.0,0
2305,1,1,1,1.0,5.4,175,175,1,7,127.0,127.0,1.0,3
2309,1,2,2,1.0,2.15,150,175,2,5,49.0,239.0,2.0,2
2310,1,1,1,1.0,2.6,150,150,1,6,234.0,234.0,2.0,2
2311,1,5,5,1.2,3.8599999999999994,110,200,5,3,160.0,309.0,3.0,1
2313,1,1,1,1.0,4.6,150,150,1,4,6.0,6.0,1.0,3
2315,1,1,1,1.0,3.3,175,175,1,1,85.0,85.0,3.0,1
2319,1,2,2,1.5,3.35,134,175,2,4,44.0,249.0,1.0,3
2320,1,2,2,1.0,3.75,135,175,2,1,27.0,51.0,1.0,4
2323,1,1,1,1.0,1.9,200,200,1,2,72.0,72.0,2.0,4
2324,1,2,2,1.0,3.0,90,250,2,1,256.0,334.0,1.0,4
2326,1,2,2,1.5,7.1000000000000005,175,175,2,7,237.0,330.0,2.0,2
2327,1,1,1,1.0,5.7,330,330,1,1,30.0,30.0,3.0,1
2328,1,1,1,1.0,4.2,165,165,1,2,69.0,69.0,2.0,4
2330,1,1,1,2.0,8.8,170,170,1,1,274.0,274.0,1.0,4
2331,1,1,1,1.0,2.9,170,170,1,1,200.0,200.0,2.0,4
2332,1,1,1,1.0,4.6,270,270,1,1,267.0,267.0,3.0,1
2335,1,1,1,1.0,5.7,330,330,1,7,97.0,97.0,2.0,2
2339,1,1,1,1.0,2.8,165,165,1,5,162.0,162.0,1.0,3
2340,1,2,2,1.0,3.25,150,150,2,5,161.0,275.0,3.0,2
2342,1,1,1,1.0,1.7,175,175,1,5,15.0,15.0,3.0,2
2344,1,1,1,1.0,3.9,150,150,1,5,254.0,254.0,1.0,3
2345,1,3,3,1.0,3.466666666666667,170,175,2,6,15.0,164.0,1.0,3
2346,1,2,2,1.0,4.75,170,300,2,6,141.0,276.0,1.0,3
2347,1,1,1,1.0,3.0,165,165,1,1,329.0,329.0,2.0,4
2348,1,1,1,1.0,3.3,175,175,1,5,184.0,184.0,2.0,2
2349,1,2,2,1.0,3.8499999999999996,150,300,2,1,68.0,100.0,3.0,1
2353,1,2,2,1.0,4.199999999999999,110,150,2,7,170.0,263.0,3.0,2
2354,1,2,2,1.5,6.8999999999999995,150,270,2,7,305.0,322.0,2.0,2
2356,1,2,2,1.5,3.75,134,160,2,7,119.0,303.0,1.0,3
2358,1,2,2,1.0,3.4,175,300,2,2,146.0,227.0,3.0,1
2361,1,3,3,1.0,2.6666666666666665,150,300,2,6,65.0,172.0,3.0,0
2362,1,1,1,1.0,4.6,150,150,1,5,302.0,302.0,1.0,3
2363,1,1,1,1.0,2.1,175,175,1,2,157.0,157.0,2.0,4
2364,1,2,2,1.0,2.9,170,170,1,6,71.0,211.0,3.0,2
2365,1,1,1,1.0,2.1,175,175,1,7,350.0,350.0,3.0,2
2367,1,1,1,1.0,4.2,165,165,1,5,205.0,205.0,3.0,2
2368,1,2,2,1.0,3.8499999999999996,150,300,2,4,86.0,301.0,3.0,0
2369,1,1,1,1.0,5.9,380,380,1,1,118.0,118.0,3.0,1
2370,1,1,1,1.0,4.4,175,175,1,2,135.0,135.0,2.0,4
2371,1,1,1,1.0,2.7,150,150,1,5,25.0,25.0,2.0,2
2372,1,1,1,1.0,4.6,150,150,1,3,263.0,263.0,2.0,4
2373,1,1,1,5.0,15.0,175,175,1,4,317.0,317.0,2.0,2
2375,1,2,2,1.0,2.5,90,175,2,7,251.0,296.0,3.0,2
2376,1,3,3,1.3333333333333333,4.0,175,175,2,5,19.0,246.0,2.0,2
2377,1,1,1,1.0,5.7,330,330,1,1,111.0,111.0,2.0,4
2378,1,1,1,1.0,3.8,110,110,1,5,358.0,358.0,1.0,3
2380,1,3,3,1.0,4.166666666666667,110,175,3,6,132.0,291.0,3.0,2
2381,1,1,1,1.0,2.7,150,150,1,5,236.0,236.0,2.0,2
2382,1,2,2,1.0,4.4,134,300,2,4,56.0,329.0,1.0,3
2383,1,1,1,1.0,5.7,330,330,1,2,229.0,229.0,2.0,4
2384,1,2,2,1.0,4.199999999999999,110,270,2,4,103.0,144.0,3.0,2
2385,1,3,3,1.3333333333333333,4.066666666666666,165,175,3,2,43.0,281.0,1.0,4
2386,1,2,2,1.0,2.9000000000000004,125,134,2,4,80.0,172.0,2.0,2
2387,1,1,1,1.0,4.2,165,165,1,3,165.0,165.0,3.0,1
2389,1,1,1,1.0,3.3,190,190,1,4,117.0,117.0,2.0,2
2394,1,1,1,1.0,3.0,175,175,1,7,259.0,259.0,3.0,2
2395,1,1,1,1.0,3.0,175,175,1,2,341.0,341.0,1.0,4
2396,1,2,2,1.5,5.8999999999999995,150,150,2,7,92.0,99.0,2.0,2
2398,1,2,2,1.0,5.0,150,175,1,7,54.0,266.0,3.0,2
2399,1,1,1,1.0,3.7,134,134,1,2,266.0,266.0,2.0,4
2400,1,1,1,1.0,6.5,380,380,1,1,69.0,69.0,3.0,1
2401,1,2,2,1.0,3.5,134,175,2,5,294.0,320.0,3.0,2
2402,1,3,3,1.0,2.5,134,200,2,2,238.0,351.0,2.0,4
2404,1,3,3,1.3333333333333333,3.9,70,160,3,5,117.0,279.0,1.0,3
2409,1,1,1,1.0,2.4,70,70,1,5,87.0,87.0,3.0,2
2410,1,1,1,1.0,3.0,165,165,1,5,173.0,173.0,2.0,2
2411,1,3,3,1.0,3.766666666666667,134,270,3,7,34.0,268.0,3.0,0
2412,1,1,1,1.0,3.0,165,165,1,3,248.0,248.0,2.0,4
2413,1,2,2,1.5,4.75,170,175,2,7,51.0,340.0,2.0,0
2414,1,1,1,2.0,7.6,110,110,1,5,169.0,169.0,3.0,2
2415,1,2,2,1.0,3.5,150,170,2,2,30.0,259.0,2.0,4
2417,1,4,4,1.0,3.275,150,300,4,5,22.0,325.0,3.0,0
2418,1,1,1,1.0,4.6,150,150,1,1,41.0,41.0,1.0,4
2419,1,1,1,1.0,1.7,90,90,1,1,39.0,39.0,1.0,4
2421,1,1,1,1.0,3.7,134,134,1,4,50.0,50.0,3.0,2
2425,1,2,2,1.5,4.9,150,175,2,1,16.0,64.0,3.0,1
2426,1,1,1,3.0,13.8,150,150,1,4,316.0,316.0,2.0,2
2427,1,2,2,1.0,3.5500000000000003,175,175,2,5,89.0,165.0,3.0,2
2428,1,2,2,1.5,7.6,110,330,2,2,205.0,238.0,2.0,4
2429,1,4,4,1.0,4.125,175,330,4,6,6.0,236.0,3.0,0
2430,1,1,1,2.0,6.6,175,175,1,1,279.0,279.0,2.0,4
2431,1,1,1,1.0,4.4,170,170,1,7,61.0,61.0,1.0,3
2433,1,1,1,1.0,2.7,150,150,1,5,162.0,162.0,2.0,2
2434,1,1,1,1.0,4.6,270,270,1,7,51.0,51.0,3.0,2
2437,1,2,2,2.0,8.0,150,175,2,7,319.0,361.0,3.0,2
2438,1,2,2,1.5,4.75,160,330,2,4,92.0,277.0,2.0,0
2439,1,1,1,1.0,3.0,175,175,1,7,304.0,304.0,1.0,3
2441,1,1,1,1.0,1.9,200,200,1,4,304.0,304.0,3.0,2
2444,1,1,1,1.0,3.7,134,134,1,4,127.0,127.0,2.0,2
2447,1,2,2,1.0,3.35,134,175,2,1,288.0,361.0,3.0,1
2448,1,1,1,1.0,3.7,134,134,1,2,282.0,282.0,1.0,4
2450,1,4,4,1.0,3.25,150,200,3,5,38.0,201.0,2.0,2
2451,1,3,3,1.3333333333333333,7.300000000000001,175,380,3,3,15.0,223.0,2.0,4
2452,1,2,2,1.5,6.3999999999999995,300,300,2,5,75.0,222.0,2.0,2
2454,1,2,2,1.0,3.1500000000000004,134,150,2,4,82.0,195.0,2.0,2
2456,1,1,1,1.0,4.2,165,165,1,1,278.0,278.0,2.0,4
2457,1,1,1,2.0,8.8,170,170,1,1,145.0,145.0,3.0,1
2458,1,1,1,2.0,11.8,380,380,1,1,250.0,250.0,1.0,4
2460,1,1,1,2.0,8.8,170,170,1,5,122.0,122.0,1.0,3
2466,1,1,1,1.0,5.4,175,175,1,1,224.0,224.0,2.0,4
2467,1,1,1,1.0,2.6,150,150,1,5,237.0,237.0,1.0,3
2468,1,1,1,1.0,3.6,210,210,1,5,10.0,10.0,2.0,2
2469,1,1,1,1.0,4.2,165,165,1,6,271.0,271.0,3.0,2
2470,1,2,2,1.0,3.1500000000000004,134,300,2,2,241.0,314.0,2.0,4
2471,1,1,1,1.0,2.7,150,150,1,2,310.0,310.0,1.0,4
2472,1,1,1,1.0,4.4,170,170,1,2,330.0,330.0,1.0,4
2477,1,2,2,1.5,4.25,150,150,2,1,283.0,316.0,1.0,4
2478,1,2,2,1.0,5.15,150,330,2,5,115.0,268.0,1.0,3
2479,1,1,1,1.0,2.6,300,300,1,2,185.0,185.0,2.0,4
2480,1,2,2,1.0,2.2,150,175,2,7,15.0,132.0,1.0,3
2481,1,1,1,1.0,3.0,175,175,1,4,83.0,83.0,2.0,2
2482,1,2,2,1.0,3.3,110,165,2,7,123.0,163.0,2.0,2
2483,1,1,1,1.0,2.7,150,150,1,5,181.0,181.0,1.0,3
2484,1,1,1,1.0,4.2,165,165,1,7,112.0,112.0,3.0,2
2486,1,1,1,1.0,2.6,300,300,1,6,128.0,128.0,1.0,3
2489,1,2,2,1.0,5.4,175,175,1,2,199.0,338.0,3.0,1
2491,1,2,2,1.5,4.050000000000001,150,175,2,4,40.0,42.0,1.0,3
2492,1,2,2,1.0,2.2,90,150,2,5,64.0,186.0,3.0,2
2493,1,1,1,1.0,2.6,300,300,1,1,284.0,284.0,1.0,4
2494,1,1,1,1.0,2.7,150,150,1,1,344.0,344.0,3.0,1
3000,1,2,2,2.0,11.4,330,330,2,5,286.0,309.0,2.0,2
3001,1,5,5,2.0,8.6,110,270,4,2,33.0,359.0,2.0,4
3002,1,5,5,1.8,7.720000000000001,110,300,5,5,16.0,350.0,1.0,3
3003,1,5,4,2.0,7.8,110,270,3,7,155.0,252.0,2.0,0
3004,1,5,5,2.0,9.6,134,380,3,7,12.0,247.0,1.0,3
3005,1,5,4,1.8,7.12,134,270,4,7,14.0,354.0,3.0,0
3006,1,2,2,2.0,7.8999999999999995,175,270,2,1,5.0,325.0,3.0,1
3007,1,5,4,2.0,9.680000000000001,110,330,4,4,6.0,363.0,3.0,0
3008,1,2,3,2.0,8.666666666666666,110,270,3,7,55.0,308.0,2.0,0
3009,1,2,2,1.5,6.0,110,170,2,5,47.0,103.0,3.0,2
3010,1,1,1,2.0,11.4,330,330,1,7,32.0,32.0,3.0,2
3011,1,4,4,1.75,7.625,134,330,4,7,9.0,291.0,1.0,3
3012,1,4,4,2.0,8.65,134,330,3,6,164.0,281.0,2.0,0
3013,1,2,2,1.5,6.1,110,270,2,6,208.0,316.0,1.0,3
3014,1,5,6,2.0,9.714285714285714,134,380,5,1,172.0,361.0,3.0,1
3015,1,6,6,2.5,8.933333333333332,150,380,5,2,47.0,293.0,2.0,4
3016,1,3,3,2.0,8.466666666666667,134,270,3,2,50.0,236.0,2.0,4
3017,1,2,2,2.0,10.100000000000001,175,330,2,7,50.0,244.0,3.0,0
3018,1,2,2,2.0,9.2,175,380,2,5,12.0,327.0,2.0,0
3019,1,4,3,2.0,9.3,134,330,3,5,27.0,268.0,3.0,0
3020,1,4,4,2.0,7.9,134,175,3,4,13.0,357.0,1.0,3
3022,1,9,9,1.8888888888888888,8.988888888888889,150,330,4,2,2.0,362.0,2.0,4
3023,1,3,3,2.0,8.666666666666666,175,250,3,4,67.0,245.0,1.0,3
3024,1,6,6,1.8333333333333333,8.316666666666666,134,300,3,5,2.0,347.0,1.0,3
3025,1,5,5,2.6,8.64,134,250,4,2,41.0,283.0,1.0,4
3026,1,3,3,2.0,8.466666666666667,134,300,3,1,208.0,345.0,3.0,1
3027,1,3,3,2.0,9.066666666666666,170,270,2,5,167.0,273.0,1.0,3
3028,1,4,4,2.0,7.95,175,270,4,2,2.0,297.0,3.0,1
3029,1,1,1,2.0,10.2,300,300,1,4,182.0,182.0,1.0,3
3030,1,4,4,2.0,7.949999999999999,110,300,4,5,18.0,170.0,1.0,3
3031,1,6,5,1.8333333333333333,9.316666666666666,175,380,4,1,16.0,336.0,3.0,1
3032,1,3,3,2.0,9.799999999999999,110,380,2,1,192.0,268.0,3.0,1
